id,name,sinhala name,author,author sinhala name,translator,translator sinhala name,language,categoery,Tags
204,Bedi Wenwu Awadiya,Bedi Wenwu Awadiya,Anton Donchev,,Kumara Perera,,Sinhala,English Translation Novel,Novel
205,Awasana Rathriya,Awasana Rathriya,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
206,Paligenime Meheyuma,Paligenime Meheyuma,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
207,Naga Meheyuma,Naga Meheyuma,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
208,Moscow Peraliya,Moscow Peraliya,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
209,Sirakaruwa saha Ottukaruwa,Sirakaruwa saha Ottukaruwa,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
210,Maha sayura Ginigani,Maha sayura Ginigani,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
211,Yuda Ballo,Yuda Ballo,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
212,Bhutha yanaya,Bhutha yanaya,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
213,Satharawana Waganthiya,Satharawana Waganthiya,Frederick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
214,Dewa Hasthaya,Dewa Hasthaya,Frederick forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
215,Rewatilikaruwa,Rewatilikaruwa,Federick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
216,Haskama,Haskama,Federick Forsyth,ෆ්‍රෙඩ්රික් ෆෝසයිත්,Ananda Sellahewa,ආනන්ද සෙල්ලහේවා,Sinhala,English Translation Novel,Novel
217,Sengawunu Lowen Gelawunu Sagayo,Sengawunu Lowen Gelawunu Sagayo,Mitchell Zuckoff,,Premachandra Alwis,,Sinhala,English Translation Novel,Novel
218,Kebali,Kebali,Binjamin Wilkomirski,,Ravindra Vijewardana,,Sinhala,English Translation Novel,Novel
219,Pompei Nuwara duk geethaya,Pompei Nuwara duk geethaya,Edward Lightin,,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,English Translation Novel,Novel
220,Kanyawa ha Ahiguntikaya,Kanyawa ha Ahiguntikaya,D.H. Lawrence,,Sudath Rohan,සුදත් රෝහණ,Sinhala,English Translation Novel,Novel
221,Adarabara Aryawa,Adarabara Aryawa,D.H. Lawrence,,Wimaladasa Samarasinghe,විමලදාස සමරසිංහ,Sinhala,English Translation Novel,Novel
222,Sulthana,Sulthana,Jeen p sesson,,Saman Pushpa Gunasekara,,Sinhala,English Translation Novel,Novel
223,Thelma,Thelma,Marrie Correlie,,Ayodhya Karunarathna,,Sinhala,English Translation Novel,Novel
224,Kwai Gange Palama,Kwai Gange Palama,Pierre Bouille,,Abaya Hewawasam,අභය හේවාවසම්,Sinhala,English Translation Novel,Novel
225,Vietnam Uman Satana,Vietnam Uman Satana,Tom mangold,,Sujiwa Disanayaka,සුජීව දිසානායක,Sinhala,English Translation Novel,Novel
226,Kanden negunu Gindara,Kanden negunu Gindara,Omar Cabezas,,Sitijaja madya Sansadaya,,Sinhala,English Translation Novel,Novel
227,Mama Yuda Charapurusayek wuyemi,Mama Yuda Charapurusayek wuyemi,Perter Dourlein,,Domonoc Mendis,ඩොමිනික් මෙන්ඩිස්,Sinhala,English Translation Novel,Novel
228,Porakaye Satahan,Porakaye Satahan,Julius Fuchik,,Sitijaja madya Sansadaya,,Sinhala,English Translation Novel,Novel
229,Gangawo Ma winiwida geluha,Gangawo Ma winiwida geluha,Ernesto Che Guevara,චේ ගුවේරා,Daya Pathirana,,Sinhala,English Translation Novel,Novel
230,Che,Che,,,Malani Govinnage,මාලිනී ගොවින්නගේ,Sinhala,English Translation Novel,Novel
231,Hitlarge Sirakaruwek,Hitlarge Sirakaruwek,Stephan Lorent,,Senani Darmarathna,,Sinhala,English Translation Novel,Novel
232,Maranaye Doratuwa,Maranaye Doratuwa,Miklos Nyiszli,,Ranjith Kuruppu,,Sinhala,English Translation Novel,Novel
233,Gini Kurulla,Gini Kurulla,Wilber Smith,,Susantha Kodithuwakku,සුසන්ත කොඩිතුවක්කු,Sinhala,English Translation Novel,Novel
234,Abhirahas Udyanaya,Abhirahas Udyanaya,Frances Hodgson Burneit,,Manel Jayanthi Gunasekara,මැනෙල් ජයන්ති ගුණසේකර,Sinhala,English Translation Novel,Novel
235,Boattu sawariya,Boattu sawariya,Jerome K Jerome,,Chandra Anagirathne,,Sinhala,English Translation Novel,Novel
236,Martin Pig,Martin Pig,Kevin Brooks,,Ganga Niroshani Suduwelikanda,Ganga Niroshini Suduwelikanda,Sinhala,English Translation Novel,Novel
237,Smith,Smith,Leon Garfield,ලියොන් ගාෆීල්ඩ්,Chitra I perera,,Sinhala,English Translation Novel,Novel
238,Sudu Hendagath Kanthawa 1,Sudu Hendagath Kanthawa 1,Wilkie Collins,විල්කි කොලින්ස්,Chandra Anagirathne,,Sinhala,English Translation Novel,Novel
239,Sudu Hendagath Kanthawa 2,Sudu Hendagath Kanthawa 2,Wilkie Collins,විල්කි කොලින්ස්,Chandra Anagirathne,,Sinhala,English Translation Novel,Novel
240,Hima Bima,Hima Bima,Willard Price,විලාඩ් ප්‍රයිස්,Wijayarathna Dolawatta,විජයරත්න දොලවත්ත,Sinhala,English Translation Novel,Novel
241,Samuduru gembare Geethaya,Samuduru gembare Geethaya,Witi Ihimaera,,Swarnakanthi Rajapaksha,,Sinhala,English Translation Novel,Novel
242,Captains Courageous,Captains Courageous,Rudyard Kipling,රුඩ්යාඩ් කිප්ලින්,J.C.Saluwadana,,Sinhala,English Translation Novel,Novel
243,Samudura meda ATharaman wuuwo,Samudura meda ATharaman wuuwo,Jules verne,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,Novel
244,Thalmasaku ha Mithuruwa,Thalmasaku ha Mithuruwa,Pierre Bouille,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,Novel
245,Dakunu Muhuda haraha,Dakunu Muhuda haraha,Herman Melville,හර්මන් මෙල්විල්,Chinthika Prabasini Gunasekara,,Sinhala,English Translation Novel,Novel
246,Hima Kathara,Hima Kathara,Jules verne,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,Novel
247,Antatika Tharanaya,Antatika Tharanaya,Alfred Lansing,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,Novel
248,Shacklton ge Antatik charikawa,Shacklton ge Antatik charikawa,Alfred Lansing,,Rani Senarathna Rajapaksha,රාණි සේනාරත්න රාජපක්ෂ,Sinhala,English Translation Novel,Novel
249,Muhudu Wurkaya,Muhudu Wurkaya,Jack london,ජැක් ලන්ඩන්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,English Translation Novel,Novel
250,Wanapetha Andagasai,Wanapetha Andagasai,Jack london,ජැක් ලන්ඩන්,Ariyawansha Ranaweera,අරියවංශ රණවීර,Sinhala,English Translation Novel,Novel
251,Wurkayange Adaviya,Wurkayange Adaviya,Jack london,ජැක් ලන්ඩන්,Ganga Niroshani Suduwelikanda,Ganga Niroshini Suduwelikanda,Sinhala,English Translation Novel,Novel
252,Wulfan,Wulfan,WittlyStraiber,,Upali Kannangara,උපාලි කන්නන්ගර,Sinhala,English Translation Novel,Novel
253,Holman Hotalaya,Holman Hotalaya,Wilkie Collins,විල්කි කොලින්ස්,Arthur Fernando,,Sinhala,English Translation Novel,Novel
254,Situwara Drakula,Situwara Drakula,Bram Stoker,,Channa Bandara Wijekoon,,Sinhala,English Translation Novel,Novel
255,Kandukaraya Donkara duni,Kandukaraya Donkara duni,khaled Hosseini,කාලිඩ් හොසෙයිනි,Ganga Niroshini Suduwelikanda,ගංගා නිරෝෂිණී සුඩුවැලිකන්ද,Sinhala,English Translation Novel,Novel
256,Psycho,Psycho,Robert bloch,රොබට් බ්ලොක්,Senarathne weerasinghe,සෙනරත්න වීරසිංහ,Sinhala,English Translation Novel,Novel
257,Divya Bojanaya,Divya Bojanaya,H.G.Wells,එච්.ජී. වේල්ස්,J.C.Saluwadana,,Sinhala,Science Fiction,
258,Kala Yanaya,Kala Yanaya,H.G.Wells,එච්.ජී. වේල්ස්,David Alponsu,,Sinhala,Science Fiction,
259,Athithayen aa Daruwa,Athithayen aa Daruwa,Izack Asimov,,Dammika Senevirathna,,Sinhala,Science Fiction,
260,Samuduru Pathle Sawariyak,Samuduru Pathle Sawariyak,Jules verne,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
261,Dolpin Doopatha,Dolpin Doopatha,Arthur C Clarke,,J.C.Saluwadana,,Sinhala,Science Fiction,
262,Kethee,Kethee,,,Vijitha Rajapaksha,,Sinhala,Science Fiction,
263,Angaharu Lokaye  Kumarikawak,Angaharu Lokaye  Kumarikawak,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
264,Pitasakwala Demuhumkaranaya,Pitasakwala Demuhumkaranaya,Asanka Fernando,,,,Sinhala,Science Fiction,
265,Kola Pellama,Kola Pellama,Kapila Weerasinghe,,,,Sinhala,Science Fiction,
266,Aaweshaya,Aaweshaya,Manoj Dharmarathna,,,,Sinhala,Science Fiction,
267,Mathuyam Dawasaka,Mathuyam Dawasaka,Izack Asimov,,S.W.Paranavithana,,Sinhala,Science Fiction,
268,Jurasika Uyane Sathi Atak,Jurasika Uyane Sathi Atak,Scott Sinsean,,Sudath Rohan,සුදත් රෝහණ,Sinhala,Science Fiction,
269,Jurasika uyana,Jurasika uyana,Michael Crichton,මයිකල් ක්‍රික්ටන්,Gamini Kumara Vithana,ගාමිණී කුමාර විතාන,Sinhala,Science Fiction,
270,Polowa Meda Lokaya,Polowa Meda Lokaya,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
271,Peliyusidaraya,Peliyusidaraya,Edgar Rice Burroughs,එඩ්ගර් රයිස් බරෝස්,Prabath MIrihagalla,ප්‍රභාත් මිරිහගල්ල,Sinhala,Science Fiction,
272,Ubhayajiva,Ubhayajiva,A. belayef,,J.E. Gunasekara,,Sinhala,Science Fiction,
273,Ballekuge Hadawatha,Ballekuge Hadawatha,Mikhail Bulgakov,මිහායිල් බුල්ගාකොව්,Gamini Viyangoda,ගාමිණී වියන්ගොඩ,Sinhala,Science Fiction,
274,Niruwath Hirumandala,Niruwath Hirumandala,Izack Asimov,,Sudath Rohan,සුදත් රෝහණ,Sinhala,Science Fiction,
275,Awasan Theenduwa,Awasan Theenduwa,Manoj Dharmarathna,,,,Sinhala,Science Fiction,
276,E.T. (Extra-Terrestrial),E.T. (Extra-Terrestrial),William Ktzwinkle / Stevan Spielberg,,Upali Kannangara,උපාලි කන්නන්ගර,Sinhala,Science Fiction,
277,Tharu Sangrama,Tharu Sangrama,George Lucas,,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,Science Fiction,
278,Wishwa Sangramaya,Wishwa Sangramaya,H.G.Wells,එච්.ජී. වේල්ස්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
279,Wishwaya Medin Giyagamanak,Wishwaya Medin Giyagamanak,Jules verne,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
280,Pitasakwala Jeewayak Pawathida,Pitasakwala Jeewayak Pawathida,Thathsarani Bulathsinhala,,,,Sinhala,Science Fiction,
281,Antharjalaye Abhirahas Maranaya,Antharjalaye Abhirahas Maranaya,Fansisde Silva,,Sugath Wijesinghe,,Sinhala,Science Fiction,
282,Graha lokayaka Winasaya,Graha lokayaka Winasaya,A.Kasantsev,,Dedigama V Rodrigo,දැඩිගම වී. රොඩ්රිගෝ,Sinhala,Science Fiction,
283,Awasan Siddhanthaya,Awasan Siddhanthaya,Arthur C Clarke,,Thatsarani Bulathsinghale,,Sinhala,Science Fiction,
284,Loka Winasaya,Loka Winasaya,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
285,Richter 10,Richter 10,Arthur C Clarke,,Thatsarani Bulathsinghale,,Sinhala,Science Fiction,
286,Chandra Gawesakayo,Chandra Gawesakayo,Arthur C Clarke,,Thatsarani Bulathsinghale,,Sinhala,Science Fiction,
287,Pruthuvi Adhirajya,Pruthuvi Adhirajya,Arthur C Clarke,,Thatsarani Bulathsinghale,,Sinhala,Science Fiction,
288,Kalawakasaye Sirakaruwa,Kalawakasaye Sirakaruwa,Dhamitha Nipunajith,,,,Sinhala,Science Fiction,
289,Gemburu Muhuda,Gemburu Muhuda,Arthur C Clarke,,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Science Fiction,
290,Wismitha Sihina Dakinna,Wismitha Sihina Dakinna,Dhamitha Nipunajith,,,,Sinhala,Science Fiction,
291,2001,2001,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
292,2010,2010,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
293,2061,2061,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
294,3001,3001,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
295,Chitta Paraposhithayo,Chitta Paraposhithayo,Colin Wilson,,S.M. Bandusila,,Sinhala,Science Fiction,
296,Hitana Pathana Yantra,Hitana Pathana Yantra,S.M.Bandhuseela,,,,Sinhala,Science Fiction,
297,Paradisaye Ulpath,Paradisaye Ulpath,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
298,Mihikathe Geethaya,Mihikathe Geethaya,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
299,Anagathaye Pethikadak,Anagathaye Pethikadak,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
300,Sanda Madale Sawariyak,Sanda Madale Sawariyak,H.G.Wells,එච්.ජී. වේල්ස්,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
301,Ira Handa Tharu Meda,Ira Handa Tharu Meda,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
302,Rama,Rama,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
303,Rama 2,Rama 2,Arthur C Clarke,,S.M. Bandusila,,Sinhala,Science Fiction,
304,Rama -Anawaranaya,Rama -Anawaranaya,Arthur C clarke,,S.M.Bandusila,,Sinhala,Science Fiction,
305,Rama Uyana,Rama Uyana,Arthur C clarke,,S.M.Bandusila,,Sinhala,Science Fiction,
306,Elowin aa Bolaya,Elowin aa Bolaya,,,Dhanapala Gunasekara,ධනපාල ගුණසේකර,Sinhala,Science Fiction,
307,Migumi,Migumi,Prema chandra Rupasinghe,,,,Sinhala,Science Fiction,
308,Bebalena Sandawataa,Bebalena Sandawataa,Jules verne,,Sudarman Satharasinghe,,Sinhala,Science Fiction,
309,Wanara Lokaya,Wanara Lokaya,Pierre Bouille,,R.B.Athapattu,,Sinhala,Science Fiction,
310,Yelras Urumaya,Yelras Urumaya,Udani Manakala Ekanayaka,,,,Sinhala,Science Fiction,
311,wiyaru widyaghnaya,wiyaru widyaghnaya,,,Chandana Mendis,චන්දන මෙන්ඩිස්,Sinhala,Science Fiction,
312,Nawa padanama,Nawa padanama,Izack Asimow,,S.M.Bandusila,,Sinhala,Science Fiction,
313,Science Short Story,Science Short Story,Arthur c clarke,,S.M.Bandusila,,Sinhala,Science Fiction,
314,Lakdiwa sagara pathla,Lakdiwa sagara pathla,Arthur c clarke,,Mano Fernando,මනෝ ප්‍රනාන්දු,Sinhala,Science Fiction,
315,X,X,Susitha Ruwan,Susitha Ruwan,,,Sinhala,Science Fiction,
316,Kalpawasaana Saadaya,Kalpawasaana Saadaya,Tharaka kaldera,තාරක කල්දේරා,,,Sinhala,Sinhala Novel,Novel
317,Rawana Meheyuma -1,Rawana Meheyuma -1,Susitha Ruwan,Susitha Ruwan,,,Sinhala,Science Fiction,
318,Dangakara Mahalla,Dangakara Mahalla,Abid Surathy,,D.P Samarasinghe,,Sinhala,Indian Translation,
319,Aranakata Pem Benda,Aranakata Pem Benda,Vibuthi Bushana Bandyopadya,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
320,Go Danaya,Go Danaya,Prem Chand,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
321,Gora,Gora,Ravidranatha Tzakur,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
322,Apuge LOkaya,Apuge LOkaya,Vibuthi Bushana Bandyopadya,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
323,Mawathe Geethaya,Mawathe Geethaya,Vibuthi Bushana Bandyopadya,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
324,Sayuru Therehi Gammanaya,Sayuru Therehi Gammanaya,Anitha Desai,,Cyril Chandrasekara Gunawardana,සිරිල් චන්ද්‍රසේකර ගුණවර්ධන,Sinhala,Indian Translation,
325,Srikantha,Srikantha,Sharathchandra Chattopadya,,Chintha Luxmi Sinharachchi,,Sinhala,Indian Translation,
326,Srikantha ha Rajalaxmi,Srikantha ha Rajalaxmi,Sarathchandra Chattopadya,,Chintha Laxmi Sinharachchi,,Sinhala,Indian Translation,
327,Chamali,Chamali,Sing Dungal,,Cyril C Perera,සිරිල් සී. පෙරේරා,Sinhala,Indian Translation,
328,kerella ha indianu ketikatha,kerella ha indianu ketikatha,,,boby b botheju,,Sinhala,Indian Translation,
329,Path Sindunu Wasanthaya,Path Sindunu Wasanthaya,Ba Jin,බා ජින්,Hasitha Abewardena,,Sinhala,Chinese Translation,
330,Nawasanda Ha Wenath Katha,Nawasanda Ha Wenath Katha,,,J.E. Gunasekara,,Sinhala,Chinese Translation,
331,China Sindarella,China Sindarella,Edlin Yen Mah,,Susantha Kodithuwakku,සුසන්ත කොඩිතුවක්කු,Sinhala,Chinese Translation,
332,Fanshen,Fanshen,William Hinton,,Charls Abeysekara,,Sinhala,Chinese Translation,
333,Ihurunu Diya,Ihurunu Diya,Salley Grindley,,Ganga Niroshani Suduwelikanda,Ganga Niroshini Suduwelikanda,Sinhala,Chinese Translation,
334,Pawula,Pawula,Ba Jin,බා ජින්,Ananda Kumara,,Sinhala,Chinese Translation,
335,Wana Hansiyo,Wana Hansiyo,Yung Chang,,D.M.S.Ariyarathna,ද.ම.ස. ආරියරත්න,Sinhala,Chinese Translation,
336,Rathu Sogum,Rathu Sogum,Mo Yan,,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Chinese Translation,
337,Sambhawya China Keti Katha,Sambhawya China Keti Katha,Lu Shun,,Ananda Kumara,,Sinhala,Chinese Translation,
338,Fontamara,Fontamara,Ignatsiyo Silone,,Malani Govinnage,මාලිනී ගොවින්නගේ,Sinhala,Italy Translation Novel,Novel
339,Eta Messa,Eta Messa,E.L.Voyinich,,Sugathapala de Silva,සුගතපාල ද සිල්වා,Sinhala,Italy Translation Novel,Novel
340,Makulu Kedellata yana Para,Makulu Kedellata yana Para,Italo Calvino,ඉටලෝ කැල්විනෝ,Chulananda Samaranayaka,චූලානන්ද සමරනායක,Sinhala,Italy Translation Novel,Novel
341,Nawa Thapasikawa,Nawa Thapasikawa,Giyowanni Arjino,,Udaya Prasantha Meddegama,,Sinhala,Italy Translation Novel,Novel
342,Luca,Luca,Ignazio Silone,,Indrani Rodrigo,,Sinhala,Italy Translation Novel,Novel
343,Chikige Pasal Samaya,Chikige Pasal Samaya,Chinuwa Achibi,,Cyri C. Perera,,Sinhala,African Translation,
344,Ath Adanguwa,Ath Adanguwa,Ferdinand Oyono,,Samarasinghe Gunasekara,සමරසිංහ ගුණසේකර,Sinhala,African Translation,
345,Prapathaya,Prapathaya,Chinua Achebe,,Ilin Siriwardana,,Sinhala,African Translation,
346,Rathnagaraya,Rathnagaraya,Sir Henry Raider Hagard,,Kamalasiri Perera,,Sinhala,African Translation,
347,Mahawil,Mahawil,Elechi Amadi,,Ranjith Amarasekara,,Sinhala,African Translation,
348,Maya Sihinaya,Maya Sihinaya,Sir Henry Raider hagard,,Kamalasiri Perera,,Sinhala,African Translation,
349,Dew Hiseraya,Dew Hiseraya,Chinua Achebe,,Sena Thoradeniya,,Sinhala,African Translation,
350,Muhuda Goda Gala,Muhuda Goda Gala,Chinua Achebe,,Ariyadasa Somathilaka,,Sinhala,African Translation,
351,Aprikanu wanantharaye Sethapum,Aprikanu wanantharaye Sethapum,John L. Brome,,Sujiwa Disanayaka,සුජීව දිසානායක,Sinhala,African Translation,
352,Handanu Pembara Deshaya,Handanu Pembara Deshaya,Alan Petan,,Malani Govinnage,මාලිනී ගොවින්නගේ,Sinhala,African Translation,
353,Hatharaweni Thattuwa,Hatharaweni Thattuwa,Hilda Bernstein,,Sugathapala de Silva,සුගතපාල ද සිල්වා,Sinhala,African Translation,
354,Handanu Mena Nidahasa,Handanu Mena Nidahasa,Jhon Braily,,Sunil Madhawa Premathiaka,,Sinhala,African Translation,
355,Yadam,Yadam,Alex Haley,ඇලෙක්ස් හේලි,Saman Wickramarachchi,,Sinhala,African Translation,
356,Aprikanu Maha Himaye,Aprikanu Maha Himaye,Willard Price,විලාඩ් ප්‍රයිස්,Wijayarathna Dolawatta,විජයරත්න දොලවත්ත,Sinhala,African Translation,
357,Wana Uyane Abirahas Dadayama,Wana Uyane Abirahas Dadayama,Willard Price,විලාඩ් ප්‍රයිස්,Somasiri Liyanage,,Sinhala,African Translation,
358,Mashupa saha n tembi,Mashupa saha n tembi,Stuwert Celayat,,Gunathilaka Nissanka,ගුණතිලක නිශ්ශංක,Sinhala,African Translation,
359,Ae Hewath Ayesha 1,Ae Hewath Ayesha 1,Sir Henry Raider hagard,,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
360,Ae Hewath Ayesha 2,Ae Hewath Ayesha 2,Sir Henry Raider hagard,,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
361,Ayesha Apasu Eyi,Ayesha Apasu Eyi,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,K.G.Karunathilaka,කේ.ජී. කරුණාතිලක,Sinhala,African Translation,
362,Ae Saha Allan,Ae Saha Allan,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,Chandra Anagirathne,,Sinhala,African Translation,
363,Pragnawe Diyaniya Ayesha,Pragnawe Diyaniya Ayesha,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
364,Meedume Minissu,Meedume Minissu,Sir Henry Raider hagard,,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
365,Allan Saha Pujaniya Pushpaya,Allan Saha Pujaniya Pushpaya,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
366,Arunodaye Rejina,Arunodaye Rejina,Sir Henry Raider hagard,,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
367,Amen Deviyage Diyaniya,Amen Deviyage Diyaniya,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
368,Allan saha Ayis Devivaru,Allan saha Ayis Devivaru,H.Raider Hagard,එච්. රයිඩර් හැගාඩ්,S.Chandrasiri Dasanayaka,එස්. චන්ද්‍රසිරි දිසානායක,Sinhala,African Translation,
369,"Dry, The",,Jane Harper,,,,English,English Novel,Novel
370,"Lost Symbol, The",,Dan Brown,ඩෑන් බ්‍රවුන්,,,English,English Novel,Novel
371,Fight Club,,Chuck palahniuk,,,,English,English Novel,Novel
372,Jane eyre,,Charlotte Bronte,,,,English,English Novel,Novel
373,Wonderland,,Joanna Nadine,,,,English,English Novel,Novel
374,Heartless,,Marissa Meyer,,,,English,English Novel,Novel
375,Who let the gods out,,Maz Evans,,,,English,English Novel,Novel
376,Journal of curios letters,,James Dashner,,,,English,English Novel,Novel
377,Hunt for dark infinity,,Jamesh Dashner,,,,English,English Novel,Novel
378,Dragon Teeth,,Michael Crichton,මයිකල් ක්‍රික්ටන්,,,English,English Novel,Novel
379,"X-files, Agent of chaos",,Kami garcia,,,,English,English Novel,Novel
380,Someday Birds,,Sally J Plarke,,,,English,English Novel,Novel
381,All the lights we cannot see,,Anthony Doer,,,,English,English Novel,Novel
382,Road from Elephsnt pass,,Nihal De Silva,,,,English,English Novel,Novel
383,There is something i have to tell you,,Madubhashini Dissanayake Rathnayake,,,,English,English Novel,Novel
384,Forgetting Spell,,Lauren Myracle,,,,English,English Novel,Novel
385,Deception,,Roald dhal,,,,English,English Novel,Novel
386,Half Girl Friend,,Chethan Bugeth,,,,English,English Novel,Novel
387,Foundation,,Isaac Asimov,අයිසැක් ඇසිමොව්,,,English,English Novel,Novel
388,One Night at the call center,,Chethan Bhagath,Chetan Bhagat,,,English,English Novel,Novel
389,Revolution,,Chethan Bhagath,Chetan Bhagat,,,English,English Novel,Novel
390,Faraway tree,,Enid Blyton,ඊනිඞ් බ්ලයිටන්,,,English,English Novel,Novel
391,Asu thuna akase,Asu thuna akase,Gaya Ramya Alwis,,,,Sinhala,Poetry,
392,Themi Themima Mama,Themi Themima Mama,Damith Udayanga Dahayanake,,,,Sinhala,Poetry,
393,Numba Noye Nm Kiyanna,Numba Noye Nm Kiyanna,Saumya Sandamali Liyanage,,,,Sinhala,Poetry,
394,Pata Pahak,Pata Pahak,Chaminda Gunarathne,,,,Sinhala,Poetry,
395,Niribatha,Niribatha,"K,Jayathilake",,,,Sinhala,Poetry,
396,Prabuddha,Prabuddha,Mahagamasekars,,,,Sinhala,Poetry,
397,Ae Viplawa Nokalaya,Ae Viplawa Nokalaya,Chaminda Gunarathne,,,,Sinhala,Poetry,
398,Sulanga saha Rathu Mal Gasa,Sulanga saha Rathu Mal Gasa,Kanchana Priyakanth,,,,Sinhala,Poetry,
399,Lilak,Lilak,Yesha Fernando,,,,Sinhala,Poetry,
400,Kandulu Mitiyawathin,Kandulu Mitiyawathin,Darshana Medis,,,,Sinhala,Poetry,
401,Wassane,Wassane,Rathnath Sri Vijesinghe,,,,Sinhala,Poetry,
